id,name,organization,profile link,affiliation,majors
hKTHfJoAAAAJ,Hassan Ibrahim,Lebanese University,https://scholar.google.com/citations?hl=en&user=hKTHfJoAAAAJ,"Professor of Mathematics, Lebanese University",Semilinear elliptic equations viscosity solutions Homogenization
x804HasAAAAJ,Boutheina Hachem,Lebanese University,https://scholar.google.com/citations?hl=en&user=x804HasAAAAJ,"Professor of Finance, Lebanese  University",
yPnkL2UAAAAJ,Laurence Charbel,Lebanese University,https://scholar.google.com/citations?hl=en&user=yPnkL2UAAAAJ,"Assistant professor of geography, Lebanese University",geomorphology GIS natural hazards soil erosion
VF60x_MAAAAJ,Ahmad Rifai Sarraj,Lebanese University,https://scholar.google.com/citations?hl=en&user=VF60x_MAAAAJ,"Professor of Physical Therapy, Lebanese University",Neurorehabilitation
hmT6yvcAAAAJ,Aida Hoteit,Lebanese University,https://scholar.google.com/citations?hl=en&user=hmT6yvcAAAAJ,"Professor of Architecture, Lebanese University",Architecture Urban Studies Landscape
mac4tF0AAAAJ,Racha Karaky,Lebanese University,https://scholar.google.com/citations?hl=en&user=mac4tF0AAAAJ,Associate professor of Pharmacology - Lebanese University,pharmacology oncology veterinary medicine medical education
c3pnVcUAAAAJ,Iman Khalil,Lebanese University,https://scholar.google.com/citations?hl=en&user=c3pnVcUAAAAJ,"Professor of Science Education, Lebanese university",Teaching / Learning at university Level
nxONlMgAAAAJ,Josiane Semaan,Lebanese University,https://scholar.google.com/citations?hl=en&user=nxONlMgAAAAJ,Lebanese university,Molecular/cellular Biology
lgKKHEAAAAAJ,sahar azar,Lebanese University,https://scholar.google.com/citations?hl=en&user=lgKKHEAAAAAJ,"Assistant Professor, Faculty of Sciences, Lebanese University",Plant Biotechnology Bioinformatics
W_E1KO8AAAAJ,Moustafa AL-HAJJ,Lebanese University,https://scholar.google.com/citations?hl=en&user=W_E1KO8AAAAJ,Lebanese University,NLP
uQ3dmCIAAAAJ,Sélim MEKDESSI,Lebanese University,https://scholar.google.com/citations?hl=en&user=uQ3dmCIAAAAJ,Dean - Faculty of Economics and Business - Lebanese University - Full Professor - HDR,Business Finance Sustainable and Global Performance Socio-Economic Approach to Management CSR & Sustainable Development Inno
6QWoed8AAAAJ,Mira Alameddine,Lebanese University,https://scholar.google.com/citations?hl=en&user=6QWoed8AAAAJ,"Associate Professor, Lebanese University",Gifted and Talented Learners Gifted and Talented Curriculum Gifted and Talented Teacher Training'
W_IQAqsAAAAJ,ali khalaf,Lebanese University,https://scholar.google.com/citations?hl=en&user=W_IQAqsAAAAJ,"Associate Professor of organic chemistry, Lebanese University",synthesis of bioactive molecule Fluorine chemistry
vCrxWKYAAAAJ,Ahmad Allouch,Lebanese University,https://scholar.google.com/citations?hl=en&user=vCrxWKYAAAAJ,"Professor of Chemistry, Lebanese University",Physical Chemistry Molecular Spectrometry HPLC
Taw01BAAAAAJ,ZiaD Sawaya,Lebanese University,https://scholar.google.com/citations?hl=en&user=Taw01BAAAAAJ,"Professor of Archaeology, Lebanese University",Archaeology
nrxYpUUAAAAJ,Roland Geagea,Lebanese University,https://scholar.google.com/citations?hl=en&user=nrxYpUUAAAAJ,Associate Professor at the Lebanese University,polymer and organic chemistry
po7Q76wAAAAJ,Sorina Mortada,Lebanese University,https://scholar.google.com/citations?hl=en&user=po7Q76wAAAAJ,Associate Professor-Lebanese University,
1D-P0YYAAAAJ,Darine BAKKOUR,Lebanese University,https://scholar.google.com/citations?hl=en&user=1D-P0YYAAAAJ,"Head of the Economics Department, Lebanese University",Risaster risk management Risks theories Adaptation Governance theory Public-Private Partnership
k4E38NsAAAAJ,Salem Hayar,Lebanese University,https://scholar.google.com/citations?hl=en&user=k4E38NsAAAAJ,Lebanese University,Plant protection Pesticide formulation and residues Analytical Chemistry Pesticide degradation LMRs
YmSL8dQAAAAJ,"Prof.MD,PhD.khodr haidar hassan",Lebanese University,https://scholar.google.com/citations?hl=en&user=YmSL8dQAAAAJ,Professor.Faculty of public health.Lebanese university,Medicine.Public Health.Ortopedic …
luxTp3UAAAAJ,Wafaa Bou Diab,Lebanese University,https://scholar.google.com/citations?hl=en&user=luxTp3UAAAAJ,"Assistant Professor of Computer Science, Lebanese University",Cybersecurity Machine and Deep Learning IoT Routing and Congestion control Cloud Computing
LN9RFLQAAAAJ,Fatme Makssoud,Lebanese University,https://scholar.google.com/citations?hl=en&user=LN9RFLQAAAAJ,"Lebanese University, Faculty of Engineering, Lebanon",Industrial Engineering and Computer science
6868TVgAAAAJ,Yehya Mohsen,Lebanese University,https://scholar.google.com/citations?hl=en&user=6868TVgAAAAJ,Associate Professor in Analytical Chemistry at Al-AYEN Iraqi University & Lebanese …,Adsorption process - Gas detection …
ZbKPT68AAAAJ,ALI HARMOUCH,Lebanese University,https://scholar.google.com/citations?hl=en&user=ZbKPT68AAAAJ,"Professor in Telecommunications, Lebanese University, Faculty of Engineering, First Branch",Antennas Wave Propagation Applied Electromagnetics Transformation Optics Bioelectromagnetics
ZlqypiIAAAAJ,Edouard Tabet,Lebanese University,https://scholar.google.com/citations?hl=en&user=ZlqypiIAAAAJ,"Professor of Agriculture, Lebanese University",Agriculture
3_UNBmoAAAAJ,Ahmad TARHINI,Lebanese University,https://scholar.google.com/citations?hl=en&user=3_UNBmoAAAAJ,"Physics professor, Lebanese University",theoretical physics
rGzeXfsAAAAJ,Sabah Hammoud,Lebanese University,https://scholar.google.com/citations?hl=en&user=rGzeXfsAAAAJ,Lebanese University,epidemiology cardiovascular pharmacology clinical research heart rate variability
38ZvNd8AAAAJ,Ahmad FAOUR,Lebanese University,https://scholar.google.com/citations?hl=en&user=38ZvNd8AAAAJ,Professor at Lebanese University,Machine Learning
eR00QDMAAAAJ,Dr. Jean Doumit,Lebanese University,https://scholar.google.com/citations?hl=en&user=eR00QDMAAAAJ,"Professor, Lebanese University",GIS Remote Sensing
butT7KsAAAAJ,Firas Abdallah,Lebanese University,https://scholar.google.com/citations?hl=en&user=butT7KsAAAAJ,"Associate Professor, Lebanese University",Computer Science
x7wmM_sAAAAJ,Suzanne El Takach,Lebanese University,https://scholar.google.com/citations?hl=en&user=x7wmM_sAAAAJ,"Professor of Science Education, Lebanese University",Science Education
96yNskIAAAAJ,Elias Safatly,Lebanese University,https://scholar.google.com/citations?hl=en&user=96yNskIAAAAJ,Associate Professor at Lebanese university,Game Theory- uncertainty quantification …
RCm_6qkAAAAJ,Mohammad El Hajj,Lebanese University,https://scholar.google.com/citations?hl=en&user=RCm_6qkAAAAJ,Lebanese University,Finance
Wl2KCD0AAAAJ,Socrat Ghadban,Lebanese University,https://scholar.google.com/citations?hl=en&user=Wl2KCD0AAAAJ,Lebanese University Faculty of Tourism & Hospitality Management,Tourism Economics Hotel Management Sustainability
yrnt3uUAAAAJ,houssam khalil,Lebanese University,https://scholar.google.com/citations?hl=en&user=yrnt3uUAAAAJ,"Associate professor, Lebanese University",Mathématiques
PD_DBFUAAAAJ,Hussein Hazimeh,Lebanese University,https://scholar.google.com/citations?hl=en&user=PD_DBFUAAAAJ,Lebanese University,Smart Education Social Data Analytics Knowledge Graphs Machine Learning Sentiment Analysis
etracBQAAAAJ,Zahraa Saker,Lebanese University,https://scholar.google.com/citations?hl=en&user=etracBQAAAAJ,"Lebanese University, Faculty of Medical Sciences",Neuroscience Oncology
mXgHHK8AAAAJ,Ali Allam,Lebanese University,https://scholar.google.com/citations?hl=en&user=mXgHHK8AAAAJ,"Assistant Professor, Lebanese University",Physical Chemistry Electrochemistry Thermoelectric materials DFT
Z_EcPEMAAAAJ,Rabih Dib,Lebanese University,https://scholar.google.com/citations?hl=en&user=Z_EcPEMAAAAJ,"Associate professor faculty of engineering ,lebanese university",instrumentation vibration dynamique de structure traitement de signal appliqué à la mecanique energie renouvelable
QMQoHP8AAAAJ,Salah El Falou,Lebanese University,https://scholar.google.com/citations?hl=en&user=QMQoHP8AAAAJ,Associated professor lebanese University,Optimization Artificial intelligence
5DzzEjQAAAAJ,Bassam Riachi,Lebanese University,https://scholar.google.com/citations?hl=en&user=5DzzEjQAAAAJ,"Associate Professor of Mechanical Engineering, Lebanese University",Energy Aerodynamics Technical Diagnostics Fluid Power
G-mWF74AAAAJ,Wissam Khalil,Lebanese University,https://scholar.google.com/citations?hl=en&user=G-mWF74AAAAJ,"Professor of Near Eastern Archaeology, Lebanese University",Archaeology Near Eastern Archaeology Ancient Near Eastern History Cultural Heritage
Q4wMA2QAAAAJ,Hanadi Chatila,Lebanese University,https://scholar.google.com/citations?hl=en&user=Q4wMA2QAAAAJ,"Professor of science education, Lebanese University",science education biology education
pmwKaIUAAAAJ,Ali Daher,Lebanese University,https://scholar.google.com/citations?hl=en&user=pmwKaIUAAAAJ,"Associate professor, Lebanese university",Digital Communication Number theory Rainfall precipitation Data fusion
yM9EnqAAAAAJ,Ali Choumane,Lebanese University,https://scholar.google.com/citations?hl=en&user=yM9EnqAAAAAJ,Faculty of Science - Lebanese University,Artificial Intelligence Data Science Social Network Analysis Natural Language Processing
USkJ0rYAAAAJ,Jawad Makki,Lebanese University,https://scholar.google.com/citations?hl=en&user=USkJ0rYAAAAJ,Associate professor at Lebanese Univesity,Information Management library automation digital repositories ontology construction Semantic Web
pmcNxiE5vCcC,Carine El Kassis,Lebanese University,https://scholar.google.com/citations?hl=en&user=pmcNxiE5vCcC,Faculty of Engineering - Lebanese University,Signal Processing Control Systems Real Time Systems Artificial Intelligence
PvEwYj0AAAAJ,Hodna Kassab,Lebanese University,https://scholar.google.com/citations?hl=en&user=PvEwYj0AAAAJ,"professor of chemistry, lebanese university",environmental chemistry inorganic chemistry
l5bzdOkAAAAJ,Ahmad EL MOLL,Lebanese University,https://scholar.google.com/citations?hl=en&user=l5bzdOkAAAAJ,"Lebanese university, Faculty of Public Health, Doctoral School for Science and Technology",Environmental analytical chemistry
M9g_SN8AAAAJ,Leila Nicolas,Lebanese University,https://scholar.google.com/citations?hl=en&user=M9g_SN8AAAAJ,"Professor of international relations, Lebanese University",Grand strategies MENA politics security and conflict transitional justice.
81MQyvEAAAAJ,Maher Abdallah,Lebanese University,https://scholar.google.com/citations?hl=en&user=81MQyvEAAAAJ,Lebanese University,
VLEqBrUAAAAJ,Nasser Ballani,Lebanese University,https://scholar.google.com/citations?hl=en&user=VLEqBrUAAAAJ,Lebanese University,Medical Imaging Physics
7YhFPdoAAAAJ,Mahmoud Fakih,Lebanese University,https://scholar.google.com/citations?hl=en&user=7YhFPdoAAAAJ,"Assistant Professor, Department of Civil Engineering, Faculty of Engineering, Lebanese …",Structural Analysis Seismic Response Building Vibrations DEM Modelling Granular Materials
WsPmH-8AAAAJ,Joseph Constantin,Lebanese University,https://scholar.google.com/citations?hl=en&user=WsPmH-8AAAAJ,"Full Professor, Laboratoire de Recherche en Réseaux, Informatique et Sécurité, Lebanese …",Intelligence Artificielle
xrYk_Q4AAAAJ,Lama Houssein Ahmad,Lebanese University,https://scholar.google.com/citations?hl=en&user=xrYk_Q4AAAAJ,"Associate Professor, Lebanese university, Faculty of Pharmacy",Pharmacy - medicinal chemistry
097lxK4AAAAJ,Ibrahim EL BITAR,Lebanese University,https://scholar.google.com/citations?hl=en&user=097lxK4AAAAJ,Associate Professor - Lebanese University,Web Service Discovery Web Service Composition W3C CBR
96hv1H4AAAAJ,Chafic SAIDE,Lebanese University,https://scholar.google.com/citations?hl=en&user=96hv1H4AAAAJ,"Assistant professor at the Lebanese University, USEK, ULS, AUST",Machine learning optimization Signal processing
JdPGefYAAAAJ,Assaad SEIF,Lebanese University,https://scholar.google.com/citations?hl=en&user=JdPGefYAAAAJ,"Associate Professor of Archaeology, Lebanese University",Archaeology Archaeological Theory Heritage Studies Computer Applications in Archaeology Cultural Resource Management
OIfGE-QAAAAJ,Youssef Ayyad,Lebanese University,https://scholar.google.com/citations?hl=en&user=OIfGE-QAAAAJ,Associated Professsor at the Lebanese University faculty of Sciences,Mathematics
ZbYRPngAAAAJ,lina A. Ismaiil,Lebanese University,https://scholar.google.com/citations?hl=en&user=ZbYRPngAAAAJ,"Lecturer of Biochemistry, Lebanese University",Biochemistry Biotechnology molecular biology Toxicology
KY2BoloAAAAJ,Mouafac  Bernard,Lebanese University,https://scholar.google.com/citations?hl=en&user=KY2BoloAAAAJ,"Professor of Electromechanical engineering and Mechatronics, Lebanese University",Automatic control system Discret Control system Automation Microprocessor Robotics
yHLBkzUAAAAJ,Houssam Chrayteh,Lebanese University,https://scholar.google.com/citations?hl=en&user=yHLBkzUAAAAJ,"Associate Professor of Mathematics, Lebanese University",Mathematics
8JOcXggAAAAJ,Ibrahim Sammour,Lebanese University,https://scholar.google.com/citations?hl=en&user=8JOcXggAAAAJ,Lebanese University,
HyfVfaoAAAAJ,Ghenwa Kataya,Lebanese University,https://scholar.google.com/citations?hl=en&user=HyfVfaoAAAAJ,Lebanese university,
WVi0Y3cAAAAJ,Jihad Sidawi,Lebanese University,https://scholar.google.com/citations?hl=en&user=WVi0Y3cAAAAJ,"Professor of Mechanical Engineering, Lebanese University",Material Science Photovolatic Solar Cells Solar Energy Wind Energy Fatigue Life Prediction
_yX7T8EAAAAJ,Joseph Rizcallah,Lebanese University,https://scholar.google.com/citations?hl=en&user=_yX7T8EAAAAJ,Lebanese University,Physics Mathematics Physics and Mathematics Education
mb6BJSAAAAAJ,Pierre Moukarzel,Lebanese University,https://scholar.google.com/citations?hl=en&user=mb6BJSAAAAAJ,"Professor of History, Lebanese University",History
Aa0VNfIAAAAJ,Hicham Gebran,Lebanese University,https://scholar.google.com/citations?hl=en&user=Aa0VNfIAAAAJ,Lebanese University,Functional Analysis Differential equations Topology
rk_KtvEAAAAJ,Bachir Murr,Lebanese University,https://scholar.google.com/citations?hl=en&user=rk_KtvEAAAAJ,"Full professor in economic sciences, Lebanese University",Economic sciences finance banking
oPVq-ZQAAAAJ,Sarine El Daouk,Lebanese University,https://scholar.google.com/citations?hl=en&user=oPVq-ZQAAAAJ,Lebanese University,Public Health
mFFnPJoAAAAJ,Rima ABDALLAH CHEHADE,Lebanese University,https://scholar.google.com/citations?hl=en&user=mFFnPJoAAAAJ,"Associate Professor , Faculty of Engineering, Lebanese University",AI/ML/LLM Data Sciences E-learning Wireless Networking Cybersecurity
yaufjf0AAAAJ,Samah Doumiati,Lebanese University,https://scholar.google.com/citations?hl=en&user=yaufjf0AAAAJ,Lebanese University,
2dxTD3UAAAAJ,Gilbert Habib,Lebanese University,https://scholar.google.com/citations?hl=en&user=2dxTD3UAAAAJ,"Professor of Computer Science, Lebanese University",Wireless network automation
08Sg4-8AAAAJ,Kamel Attar,Lebanese University,https://scholar.google.com/citations?hl=en&user=08Sg4-8AAAAJ,Lebanese University,
1GlbgdUAAAAJ,"kamel farhan saleh,كامل فرحان صالح",Lebanese University,https://scholar.google.com/citations?hl=en&user=1GlbgdUAAAAJ,lebanese university,الأدب النقد الشعر قصيدة النثر الأدب الوجيز
eCJFmlkAAAAJ,Mohammad Al Zein,Lebanese University,https://scholar.google.com/citations?hl=en&user=eCJFmlkAAAAJ,"Medical student, Lebanese University",Vascular Physiology Cardiovascular Disease
67rhon8AAAAJ,Sadek J. Hashem,Lebanese University,https://scholar.google.com/citations?hl=en&user=67rhon8AAAAJ,"Master in Biochemistry, Lebanese University",Molecular Biology and Gene Therapy
n1pvRgIAAAAJ,"Souha Kassab, PhD",Lebanese University,https://scholar.google.com/citations?hl=en&user=n1pvRgIAAAAJ,Lebanese University,Mechanics Data science
26IrmfsAAAAJ,Dany Akiki,Lebanese University,https://scholar.google.com/citations?hl=en&user=26IrmfsAAAAJ,Lebanese University,Faculty of Medicine
Bl5PRnIAAAAJ,Salim Kattar,Lebanese University,https://scholar.google.com/citations?hl=en&user=Bl5PRnIAAAAJ,"Professor of Forestry, Lebanese University - Faculty of Agriculture",Forestry Ecology Restoration Plant Production Agriculture Agroecology & Agroforestry
hYtswYwAAAAJ,Youssef Bazzi,Lebanese University,https://scholar.google.com/citations?hl=en&user=hYtswYwAAAAJ,"Professor of Electrical and Computer Engineering, Lebanese University",Sensor Fusion Petri Nets Expert Systems Fuzzy Logic Evidential Reasonning
n4xUnfMAAAAJ,Mahdi Rizk,Lebanese University,https://scholar.google.com/citations?hl=en&user=n4xUnfMAAAAJ,Lebanese University,Neuroscience Neuro-oncology
O3GDwDkAAAAJ,Lama Bendak,Lebanese University,https://scholar.google.com/citations?hl=en&user=O3GDwDkAAAAJ,"Professor of Educational psychology & Special Education, Lebanese University",Special Education Educational psychology Assistive Technology
Y8Jm-JMAAAAJ,Gilbert Sawma,Lebanese University,https://scholar.google.com/citations?hl=en&user=Y8Jm-JMAAAAJ,Associate Professor - Lebanese University,Educational Technology Computer Networks
